Laptop Name,Link
"Apple MacBook Pro 13 (2020)
Processor
Intel Core i5-1038NG7
Internal memory
16GB RAM
Video card
Intel Iris Plus Graphics G7
Display
13.3”, WQXGA (2560 x 1600), IPS
Solid-state drive
512GB SSD
₹17490000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/apple-macbook-pro-13-2020-2/
"Dell XPS 9700
Processor
Intel Core i7-10750H
Internal memory
16GB RAM
Video card
NVIDIA GeForce GTX 1650 Ti (Laptop)
Display
17.0”, FHD+ (1920 x 1200), IPS
Solid-state drive
1000GB SSD
₹20411400
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-xps-9700-38/
"Acer Swift 3
Processor
Intel Core i5-8250U
Internal memory
8GB RAM
Video card
NVIDIA GeForce MX150 (2GB GDDR5)
Display
15.6”, Full HD (1920 x 1080), IPS
Hard drive
1000GB HDD
₹73199-1%
₹7296400
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/acer-swift-3-133/
"Acer Swift 5
Processor
Intel Core i7-1165G7
Internal memory
16GB RAM
Video card
Intel Iris Xe Graphics G7 (96EU)
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
1000GB SSD
₹124999-22%
₹9793800
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/acer-swift-5-31/
"Lenovo Legion 5i 15
Processor
Intel Core i7-10750H
Internal memory
8GB RAM
Video card
NVIDIA GeForce GTX 1650 Ti (Laptop)
Display
15.6”, Full HD (1920 x 1080), 120 Hz, IPS
Hard drive
1000GB HDD
Solid-state drive
256GB SSD
₹13299900
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-legion-5i-15-870/
"ASUS ROG Flow X13
Processor
AMD Ryzen 9 5900HS
Internal memory
32GB RAM
Video card
NVIDIA GeForce RTX 3050 Ti (Laptop, 40W)
Display
13.4"", FHD+ (1920 x 1200), 120 Hz, IPS
Solid-state drive
1000GB SSD
₹201990-30%
₹14299000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/asus-rog-flow-x13-22/
"Acer Aspire 3
Processor
Intel Core i3-1115G4
Internal memory
8GB RAM
Video card
Intel UHD Graphics Xe G4 (48EU)
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹49999-15%
₹4289000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/acer-aspire-3-570/
"Lenovo IdeaPad 3 15 Gaming
Processor
AMD Ryzen 5 4600H
Internal memory
8GB RAM
Video card
NVIDIA GeForce GTX 1650 (Laptop, 50W)
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹82490-22%
₹6470300
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-ideapad-3-15-gaming-120/
"Apple MacBook Pro 13 (2020)
Processor
Intel Core i5-1038NG7
Internal memory
16GB RAM
Video card
Intel Iris Plus Graphics G7
Display
13.3”, WQXGA (2560 x 1600), IPS
Solid-state drive
512GB SSD
₹174900-3%
₹16999000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/apple-macbook-pro-13-2020-10/
"Lenovo IdeaPad 3 15 Gaming
Processor
AMD Ryzen 7 4800H
Internal memory
8GB RAM
Video card
NVIDIA GeForce GTX 1650 (Laptop, 50W)
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹89490-9%
₹8200000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-ideapad-3-15-gaming-118/
"Lenovo IdeaPad Flex 5 14
Processor
AMD Ryzen 5 4500U
Internal memory
8GB RAM
Video card
AMD Radeon RX Vega 6 (R4000/5000, 15W)
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹82490-28%
₹5999000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-ideapad-flex-5-14-256/
"Dell Inspiron 3505
Processor
AMD Ryzen 3 3250U
Internal memory
8GB RAM
Video card
AMD Radeon RX Vega 3
Display
15.6”, Full HD (1920 x 1080), IPS
Hard drive
1000GB HDD
₹49613-22%
₹3889000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-inspiron-3505-141/
